Tweet id,Label
732113301144883204,0
732113301182746624,0
732113301145014272,0
732113301149089794,0
732113301178552320,0
732113301166039040,0
732113305372762113,0
732113305376940032,0
732113305347612672,0
732113305364508672,0
732113305343401984,0
732113305343426560,1
732113305347706880,0
732113305355976704,1
732113309571284993,0
732113309567062016,0
732113309533511680,0
732113309558841344,1
732113309554593792,0
732113309563006976,0
732113309550383104,0
732113309533650944,0
732113309567193088,0
732113309546237952,0
732113313757175808,0
732113313727938560,0
732113313727909888,0
732113313736347649,0
732113313748803584,0
732113313761480704,0
732113317934686208,1
732113317947269121,0
732113317926469633,0
732113317922119681,0
732113317943107584,0
732113317926469632,0
732113317939019777,0
732113317955768320,0
732113317943255041,0
732113322124795906,0
732113322137534468,1
732113322116517889,0
732113322150100994,0
732113322133323776,0
732113322154328064,0
732113322137559040,0
732113322150100993,0
732113322133327872,1
732113326310854656,0
732113326340251648,0
732113326327631872,1
732113330542804993,0
732113330534408192,0
732113330538610688,0
732113330526130176,0
732113330509369344,1
732113330538713088,1
732113330505031680,1
732113334707720193,1
732113334711914496,0
732113334737068033,0
732113334733025280,0
732113334703693824,0
732113334737084416,0
732113334728712192,1
732113334724636672,0
732113334737207296,1
732113334716256256,0
732113334703558656,0
732113334707859456,0
732113334728859649,1
732113334720331776,0
732113334732984320,0
732113334737080320,0
732113338897977345,0
732113338927321088,0
732113338927185920,0
732113338918789120,0
732113338923094016,0
732113343113109505,0
732113343121481729,0
732113343125831682,0
732113343109050368,0
732113343109058560,0
732113343121637376,0
732113343100518400,0
732113343117443072,0
732113347311632384,0
732113347307429889,0
732113347294969857,1
732113347311591425,0
732113347299147776,0
732113347294969856,0
732113347320152065,0
732113347303378944,0
732113347311747072,0
732113347282374656,0
732113347307429888,0
732113347307573248,0
732113347315945472,0
732113347311742977,0
732113347311591424,0
732113347320135680,0
732113347320107008,0
732113347320152064,0
732113351514292224,0
732113351514329088,0
732113351485050880,0
732113351506038784,0
732113351501733888,0
732113351485050881,0
732113351476547585,0
732113351510089728,0
732113351497506816,1
732113351510200320,1
732113351480889344,0
732113355696132097,0
732113355704537088,0
732113355708760064,0
732566290183950336,0
732566290196508672,0
732566290188001281,0
732566290175401984,0
732566290204884992,0
732566290175557633,0
732566290200551424,0
732566290188144640,0
732566290188095488,0
732566290209083392,0
732566294378123264,1
732566294403289088,0
732566294394863616,1
732566294369849344,0
732566294373994498,0
732566294390693888,0
732566294390812672,0
732566294365634560,0
732566294382448640,0
732566294382383104,0
732566294369800192,0
732566294399082496,0
732566294369697792,1
732566298576703488,0
732566298564009985,0
732566298559832065,0
732566298572378112,0
732566298589204480,0
732566298559807488,0
732566298597556224,0
732566298589319172,0
732566302779314182,0
732566302775091201,1
732566302775226369,0
732566302754234368,0
732566298568327170,0
732566302762643456,0
732566302783606788,0
732566302783590400,0
732566302766817280,0
732566302783614977,0
732566302783639552,0
732566302779265026,0
732566302792028160,0
732566302766866432,0
732566298576617473,0
732566302787809282,0
732566306965311488,0
732566306982133760,0
732566306982121472,0
732566306969505794,0
732566306952773632,0
732566306977918976,1
732566306973704192,0
732566306969559040,1
732566306986283008,0
732566306965327872,0
732566306973581312,0
732566306961121280,0
732566306965323776,1
732566306965356546,0
732566306973700096,0
732566306986287104,1
732566311142727680,0
732566311151095808,0
732566311176417280,0
732566311176392704,0
732566311172210689,0
732566311168036864,0
732566311159648256,0
732566311159488512,0
732566311180636160,0
732566311155437568,0
732566311147036672,0
732566311167889408,0
732566315341250561,0
732566315345563648,0
732566315341352960,0
732566315345543169,0
732566315362312192,0
732566315345543168,0
732566315337027584,0
732566315374804992,0
732566319548129280,0
732566319564914688,0
732566319552307200,0
732566319556497408,0
732566319564869634,0
732566319556485124,0
732566319543914497,0
732566319531495425,0
732566319552303104,0
732566319544053760,0
732566319560818688,0
732566319569084418,0
732566319539838976,0
732566319548272640,0
732566319569084417,0
732566323759173632,0
732566323763367936,0
732566323729858560,0
732566323742572544,0
732566323750948864,0
732566323738386432,0
732566323746607104,0
732566323729928192,0
732566323750969344,0
732566323746721792,0
732566323746775040,0
732566323755134977,0
732566323759357952,0
732566323755110404,0
732566323746738176,0
732566323755143168,0
732566323759321088,0
732566323734020096,0
732566323738345473,0
732566323750899712,0
732566323738337282,0
732566327928332288,0
732566327919972352,0
732566327957819392,0
732566327949430784,0
732566327941009408,0
732566327924154368,0
732566327924248576,0
732566327924264960,1
732566332147798016,0
732566332135243776,0
732566332139528193,0
732566332135333889,0
732566332118425600,0
732566332139528192,0
732566332118577152,0
732566332118466562,0
732566332126965761,0
732566332147965952,0
732566332118466561,0
732566332147793921,0
732566332131119104,0
732566332114407424,0
732566332147830786,0
732566336337903620,0
732566336321118209,0
732566336316956672,0
732566336337928192,0
732566336346427392,0
732566336325443585,0
732566336316923905,0
732566336325443584,0
732566336317067268,0
732566336333873152,0
732566336308678656,0
732566336329687040,0
732566336317083648,0
732566336312729600,0
732566336346284034,0
732566340515438592,0
732566340519612416,0
732566340511236096,0
732566340532207616,0
732566340536438784,0
732566340511236097,0
732566340511387648,0
732566340507078661,0
732566340515594241,0
732566340540731392,0
732566340523937793,0
732566340536553474,0
732566340536545280,0
732566340507066368,0
732566340523937792,0
732566344734937088,0
732566344730828800,0
732566344735019008,0
732566344718266368,0
732566344726646788,0
732566344701448192,0
732566344705662976,0
732566344726515714,0
732566344730693634,0
732566344714051586,0
732566344722419712,0
732566344722448384,0
732566344697143297,0
732566344705691648,0
732566348899868673,0
732566348929236992,0
732566348891455488,0
732566348895653890,0
732566348912570370,0
732566348904173568,0
732566348904071170,0
732566348891590656,0
732566348899979264,0
732566348929335296,0
732566348912545792,0
732566348904181760,0
732566348899962880,0
732566348929339392,0
732566348912570369,0
732566353123545088,0
732566353106722816,0
732566353119485952,0
732566353123512321,0
732566353123500032,0
732566353123651584,0
732566353094299649,0
732566353085878272,0
732566353119305728,0
732566353098510336,0
732566353119416320,0
732566353089945604,0
732566357309591554,0
732566357305253888,0
732566357301137408,0
732566357309456384,0
732566357313789953,0
732566357301170177,0
732566357288456194,0
732566357309558784,0
732566357280235520,0
732566357309542400,0
732566357284294660,0
732566357309591553,0
732566361512116224,0
732566361503752193,0
732566361491148802,0
732566361491148801,0
732566361482878976,0
732566361486954500,0
732566361487101952,0
732566361491144705,0
732566361503899654,0
732566361491288064,0
732566361491288065,0
732566361474469888,0
732566361491316736,0
732566361503735809,0
732566361495457792,0
732566365689651200,0
732566365677232128,0
732566365677195264,0
732566365689675777,0
732566365677228032,0
732566365693956097,0
732566365672968192,0
732566365685583872,0
732566365681397760,0
732566365693960192,0
732566365677203458,0
732566365668806658,0
732566365702361088,1
732566365693874176,1
732566365702369280,0
732566365681426432,0
732566365698134016,0
732566369879777281,0
732566369900716033,0
732566369892327424,0
732566369867157505,0
732566369896665088,0
732566369888243712,0
732566369892470785,0
732566369896521729,0
732566369892327425,0
732566369888149505,0
732566369892343809,0
732566369875550208,0
732566369871527936,0
732566369879896064,0
732566369867321344,0
732566374095060992,0
732566374074056704,0
732566374057279488,0
732566374086807553,0
732566374086803456,0
732566374095020032,0
732566374095200257,0
732566374065836032,0
732566374086807554,0
732566374095159296,0
732566374082437120,0
732566374078382081,0
732566374069886976,0
732566374082437121,0
732566374074200064,0
